CT #,GRP #,M #,Client Company,Shipping Term,Transport Mode,Shipper,Consignee,Origin Country,Destination Country,Origin,Destination,Delivery,Port of Loading,Transshipment Port,Port of Discharge,Act Port Load,Act Port Disch,Cargo Ready,Act Depart,Act Arriv,Act Deliv,CT Conts ST,20,40,40HQ,45,CT CBM,CT CWT,CT GWT kg,CT Plts,Sales Invoice #,Date Issued,Issued by,Bill To Party Company,Status,Currency,Billed Sales Amount,USD Sales Amount,Sales Invoice #,SI CC,SI CC Description,USD SI CC
720399,CT720399,41307,Calderwood Brands GmbH (DE),DAP,AIR,"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",11-May-2025,15-May-2025,05-May-2025,11-May-2025,15-May-2025,27-May-2025,,,,,,,,,,CB100502,30-May-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,3853.64,-related-,CB100502,1601,Origin Handling,174.55
720399,CT720399,41307,Calderwood Brands GmbH (DE),DAP,AIR,"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",11-May-2025,15-May-2025,05-May-2025,11-May-2025,15-May-2025,27-May-2025,,,,,,,,,,CB100502,01-Jun-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,3853.64,-related-,CB100502,1503,Import Trucking - 40'hc,522.12
720399,CT720399,41307,Calderwood Brands GmbH (DE),DAP,AIR,"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",11-May-2025,15-May-2025,05-May-2025,11-May-2025,15-May-2025,27-May-2025,,,,,,,,,,CB100502,16-Jun-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,3853.64,-related-,CB100502,1620,Bill of Lading Fee,69.19
720400,CT720400,41308,Calderwood Brands GmbH (DE),DDP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",08-Feb-2025,11-Feb-2025,04-Feb-2025,08-Feb-2025,11-Feb-2025,12-Feb-2025,,,,,,25.647,5282.20,5282.20,20,CB100503,20-Feb-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,18452.78,20113.53,CB100503,1101,Airfreight,18753.57
720400,CT720400,41308,Calderwood Brands GmbH (DE),DDP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",08-Feb-2025,11-Feb-2025,04-Feb-2025,08-Feb-2025,11-Feb-2025,12-Feb-2025,,,,,,,,,,CB100503,14-Feb-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,18452.78,-related-,CB100503,1503,Import Trucking - 40'hc,1177.26
720400,CT720400,41308,Calderwood Brands GmbH (DE),DDP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",08-Feb-2025,11-Feb-2025,04-Feb-2025,08-Feb-2025,11-Feb-2025,12-Feb-2025,,,,,,,,,,CB100503,23-Feb-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,18452.78,-related-,CB100503,1620,Bill of Lading Fee,75.02
720400,CT720400,41308,Calderwood Brands GmbH (DE),DDP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",08-Feb-2025,11-Feb-2025,04-Feb-2025,08-Feb-2025,11-Feb-2025,12-Feb-2025,,,,,,,,,,CB100503,05-Mar-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,18452.78,-related-,CB100503,1600,Outlay Fee,107.68
720401,CT720401,41309,Calderwood Brands GmbH (DE),DDP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-May-2025,28-May-2025,17-May-2025,22-May-2025,28-May-2025,08-Jun-2025,,,,,,5.426,1876.40,1876.40,4,CB100504,23-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,5984.91,6523.55,CB100504,1101,Airfreight,5626.04
720401,CT720401,41309,Calderwood Brands GmbH (DE),DDP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-May-2025,28-May-2025,17-May-2025,22-May-2025,28-May-2025,08-Jun-2025,,,,,,,,,,CB100504,26-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,5984.91,-related-,CB100504,1601,Origin Handling,174.46
720401,CT720401,41309,Calderwood Brands GmbH (DE),DDP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-May-2025,28-May-2025,17-May-2025,22-May-2025,28-May-2025,08-Jun-2025,,,,,,,,,,CB100504,18-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,5984.91,-related-,CB100504,1503,Import Trucking - 40'hc,652.72
720401,CT720401,41309,Calderwood Brands GmbH (DE),DDP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Sp. z o.o. - Gliwice,"Qingdao, China",,"Gdansk, Poland",22-May-2025,28-May-2025,17-May-2025,22-May-2025,28-May-2025,08-Jun-2025,,,,,,,,,,CB100504,21-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,EUR,5984.91,-related-,CB100504,1620,Bill of Lading Fee,70.33
720402,CT720402,41310,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",16-Apr-2025,26-May-2025,07-Apr-2025,16-Apr-2025,26-May-2025,29-May-2025,,0,0,2,0,57.513,15077.94,15077.94,42,CB100505,01-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,USD,12124.14,12124.14,CB100505,1301,Oceanfreight - FCL & Services,8505.82
720402,CT720402,41310,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",16-Apr-2025,26-May-2025,07-Apr-2025,16-Apr-2025,26-May-2025,29-May-2025,,0,0,2,0,,,,,CB100505,18-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,USD,12124.14,-related-,CB100505,1638,DAP + Clearance,2756.11
720402,CT720402,41310,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",16-Apr-2025,26-May-2025,07-Apr-2025,16-Apr-2025,26-May-2025,29-May-2025,,,,,,,,,,CB100505,16-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,USD,12124.14,-related-,CB100505,1505,Destination Terminal Handling,515.73
720402,CT720402,41310,Calderwood Brands GmbH (DE),FOB,OCEAN - FCL (AW),"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Dommelvracht Logistiek BV - Eindhoven,"Qingdao, China",,"Rotterdam, Netherlands",16-Apr-2025,26-May-2025,07-Apr-2025,16-Apr-2025,26-May-2025,29-May-2025,,,,,,,,,,CB100505,02-Jun-2025,Sanne de Waard,Calderwood Brands GmbH - Hamburg,open,USD,12124.14,-related-,CB100505,1511,Destination Port Charges,346.48
720403,CT720403,41311,Calderwood Brands GmbH (DE),BRK,AIR,"Jinan Baohe Kitchenware Co., Ltd. - Jinan",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",22-Jan-2026,28-Jan-2026,17-Jan-2026,22-Jan-2026,28-Jan-2026,02-Feb-2026,,,,,,15.487,3394.38,3394.38,12,CB100506,12-Feb-2026,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,12181.32,13277.64,CB100506,1101,Airfreight,12182.02
720403,CT720403,41311,Calderwood Brands GmbH (DE),BRK,AIR,"Jinan Baohe Kitchenware Co., Ltd. - Jinan",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",22-Jan-2026,28-Jan-2026,17-Jan-2026,22-Jan-2026,28-Jan-2026,02-Feb-2026,,,,,,,,,,CB100506,21-Feb-2026,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,12181.32,-related-,CB100506,1601,Origin Handling,149.60
720403,CT720403,41311,Calderwood Brands GmbH (DE),BRK,AIR,"Jinan Baohe Kitchenware Co., Ltd. - Jinan",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",22-Jan-2026,28-Jan-2026,17-Jan-2026,22-Jan-2026,28-Jan-2026,02-Feb-2026,,,,,,,,,,CB100506,05-Feb-2026,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,12181.32,-related-,CB100506,1503,Import Trucking - 40'hc,876.78
720403,CT720403,41311,Calderwood Brands GmbH (DE),BRK,AIR,"Jinan Baohe Kitchenware Co., Ltd. - Jinan",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",22-Jan-2026,28-Jan-2026,17-Jan-2026,22-Jan-2026,28-Jan-2026,02-Feb-2026,,,,,,,,,,CB100506,04-Feb-2026,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,12181.32,-related-,CB100506,1620,Bill of Lading Fee,69.24
720404,CT720404,41312,Calderwood Brands GmbH (DE),BRK,Trucking-Domestic,"Qingdao Haiyue Garden Tools Co., Ltd. - Qingdao",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",20-Sep-2025,22-Sep-2025,15-Sep-2025,20-Sep-2025,22-Sep-2025,30-Sep-2025,,,,,,18.753,2940.50,2940.50,13,CB100507,19-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2344.69,2555.71,CB100507,1401,Road Freight - Domestic,1326.50
720404,CT720404,41312,Calderwood Brands GmbH (DE),BRK,Trucking-Domestic,"Qingdao Haiyue Garden Tools Co., Ltd. - Qingdao",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",20-Sep-2025,22-Sep-2025,15-Sep-2025,20-Sep-2025,22-Sep-2025,30-Sep-2025,,,,,,,,,,CB100507,21-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2344.69,-related-,CB100507,1601,Origin Handling,173.38
720404,CT720404,41312,Calderwood Brands GmbH (DE),BRK,Trucking-Domestic,"Qingdao Haiyue Garden Tools Co., Ltd. - Qingdao",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",20-Sep-2025,22-Sep-2025,15-Sep-2025,20-Sep-2025,22-Sep-2025,30-Sep-2025,,,,,,,,,,CB100507,16-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2344.69,-related-,CB100507,1503,Import Trucking - 40'hc,986.69
720404,CT720404,41312,Calderwood Brands GmbH (DE),BRK,Trucking-Domestic,"Qingdao Haiyue Garden Tools Co., Ltd. - Qingdao",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",20-Sep-2025,22-Sep-2025,15-Sep-2025,20-Sep-2025,22-Sep-2025,30-Sep-2025,,,,,,,,,,CB100507,12-Oct-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,2344.69,-related-,CB100507,1620,Bill of Lading Fee,69.14
720405,CT720405,41313,Calderwood Brands GmbH (DE),CIF,Trucking-Domestic,"Linyi Hongfa Woodware Co., Ltd. - Linyi",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",06-Oct-2025,11-Oct-2025,01-Oct-2025,06-Oct-2025,11-Oct-2025,12-Oct-2025,,,,,,23.200,6128.66,6128.66,20,CB100508,23-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,2144.55,2337.56,CB100508,1401,Road Freight - Domestic,1223.51
720405,CT720405,41313,Calderwood Brands GmbH (DE),CIF,Trucking-Domestic,"Linyi Hongfa Woodware Co., Ltd. - Linyi",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",06-Oct-2025,11-Oct-2025,01-Oct-2025,06-Oct-2025,11-Oct-2025,12-Oct-2025,,,,,,,,,,CB100508,01-Nov-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,2144.55,-related-,CB100508,1503,Import Trucking - 40'hc,1040.21
720405,CT720405,41313,Calderwood Brands GmbH (DE),CIF,Trucking-Domestic,"Linyi Hongfa Woodware Co., Ltd. - Linyi",Calderwood Polska Sp. z o.o. - Poznan,China,Poland,"Qingdao, China","Gdansk, Poland",Karpaty Magazyny Spolka - Lodz,"Qingdao, China",,"Gdansk, Poland",06-Oct-2025,11-Oct-2025,01-Oct-2025,06-Oct-2025,11-Oct-2025,12-Oct-2025,,,,,,,,,,CB100508,14-Oct-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,EUR,2144.55,-related-,CB100508,1620,Bill of Lading Fee,73.84
720406,10308,41314,Calderwood Brands GmbH (DE),DAP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Saalepark Logistikzentrum - Leipzig,"Qingdao, China",,"Hamburg, Germany",02-Nov-2025,08-Nov-2025,25-Oct-2025,02-Nov-2025,08-Nov-2025,09-Nov-2025,,,,,,5.853,1685.02,1685.02,4,CB100509,26-Nov-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,10177.32,11093.28,CB100509,1101,Airfreight,10213.82
720406,10308,41314,Calderwood Brands GmbH (DE),DAP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Saalepark Logistikzentrum - Leipzig,"Qingdao, China",,"Hamburg, Germany",02-Nov-2025,08-Nov-2025,25-Oct-2025,02-Nov-2025,08-Nov-2025,09-Nov-2025,,,,,,,,,,CB100509,19-Nov-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,10177.32,-related-,CB100509,1503,Import Trucking,782.07
720406,10308,41314,Calderwood Brands GmbH (DE),DAP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Saalepark Logistikzentrum - Leipzig,"Qingdao, China",,"Hamburg, Germany",02-Nov-2025,08-Nov-2025,25-Oct-2025,02-Nov-2025,08-Nov-2025,09-Nov-2025,,,,,,,,,,CB100509,21-Nov-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,10177.32,-related-,CB100509,1600,Outlay Fee,97.39
720407,10308,41314,Calderwood Brands GmbH (DE),DAP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Saalepark Logistikzentrum - Leipzig,"Qingdao, China",,"Hamburg, Germany",02-Nov-2025,08-Nov-2025,25-Oct-2025,02-Nov-2025,08-Nov-2025,09-Nov-2025,,,,,,4.390,1263.77,1263.77,3,CB100509,18-Nov-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,208.01,226.73,CB100509,1601,Origin Handling,158.42
720407,10308,41314,Calderwood Brands GmbH (DE),DAP,AIR,"Jiaozhou Fengtai Housewares Co., Ltd. - Jiaozhou",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Saalepark Logistikzentrum - Leipzig,"Qingdao, China",,"Hamburg, Germany",02-Nov-2025,08-Nov-2025,25-Oct-2025,02-Nov-2025,08-Nov-2025,09-Nov-2025,,,,,,,,,,CB100509,28-Nov-2025,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,EUR,208.01,-related-,CB100509,1620,Bill of Lading Fee,68.31
720408,10309,41315,Calderwood Brands GmbH (DE),DAP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",2025-11-24,2025-11-30,2025-11-15,2025-11-24,2025-11-30,2025-12-05,,,,,,2.916,935.05,935.05,2,CB100510,2025-12-11,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,4464.58,4866.39,CB100510,1101,Airfreight,4298.04
720408,10309,41315,Calderwood Brands GmbH (DE),DAP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",2025-11-24,2025-11-30,2025-11-15,2025-11-24,2025-11-30,2025-12-05,,,,,,,,,,CB100510,2025-12-15,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,4464.58,-related-,CB100510,1503,Import Trucking - 40'hc,568.35
720409,10309,41315,Calderwood Brands GmbH (DE),DAP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",2025-11-24,2025-11-30,2025-11-15,2025-11-24,2025-11-30,2025-12-05,,,,,,1.458,467.53,467.53,1,CB100510,2025-12-17,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,216.36,235.83,CB100510,1601,Origin Handling,160.46
720409,10309,41315,Calderwood Brands GmbH (DE),DAP,AIR,"Rizhao Changtai Outdoor Products Co., Ltd. - Rizhao",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Nordfracht Kontraktlogistik - Hannover,"Qingdao, China",,"Hamburg, Germany",2025-11-24,2025-11-30,2025-11-15,2025-11-24,2025-11-30,2025-12-05,,,,,,,,,,CB100510,2025-12-14,Ruben Oosterhuis,Calderwood Brands GmbH - Hamburg,open,EUR,216.36,-related-,CB100510,1620,Bill of Lading Fee,75.37
720410,CT720410,41316,Calderwood Brands GmbH (DE),BRK,AIR,Tiruppur Meenakshi Home Textiles Pvt. Ltd. - Tiruppur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India",,"Hamburg, Germany",2025-03-24,2025-03-30,2025-03-21,2025-03-24,2025-03-30,2025-04-04,,,,,,6.811,1878.19,1878.19,6,CB100511,2025-04-19,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,USD,6912.10,6912.10,CB100511,1101,Airfreight,5701.04
720410,CT720410,41316,Calderwood Brands GmbH (DE),BRK,AIR,Tiruppur Meenakshi Home Textiles Pvt. Ltd. - Tiruppur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India",,"Hamburg, Germany",2025-03-24,2025-03-30,2025-03-21,2025-03-24,2025-03-30,2025-04-04,,,,,,,,,,CB100511,2025-04-24,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,USD,6912.10,-related-,CB100511,1601,Origin Handling,174.76
720410,CT720410,41316,Calderwood Brands GmbH (DE),BRK,AIR,Tiruppur Meenakshi Home Textiles Pvt. Ltd. - Tiruppur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India",,"Hamburg, Germany",2025-03-24,2025-03-30,2025-03-21,2025-03-24,2025-03-30,2025-04-04,,,,,,,,,,CB100511,2025-04-22,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,USD,6912.10,-related-,CB100511,1503,Import Trucking,640.29
720410,CT720410,41316,Calderwood Brands GmbH (DE),BRK,AIR,Tiruppur Meenakshi Home Textiles Pvt. Ltd. - Tiruppur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India",,"Hamburg, Germany",2025-03-24,2025-03-30,2025-03-21,2025-03-24,2025-03-30,2025-04-04,,,,,,,,,,CB100511,2025-04-10,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,USD,6912.10,-related-,CB100511,1411,Destination DAP charges,323.93
720410,CT720410,41316,Calderwood Brands GmbH (DE),BRK,AIR,Tiruppur Meenakshi Home Textiles Pvt. Ltd. - Tiruppur,Calderwood Brands GmbH - Hamburg,India,Germany,"Chennai, India","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Chennai, India",,"Hamburg, Germany",2025-03-24,2025-03-30,2025-03-21,2025-03-24,2025-03-30,2025-04-04,,,,,,,,,,CB100511,2025-04-24,Lena Brandt,Calderwood Brands GmbH - Hamburg,open,USD,6912.10,-related-,CB100511,1620,Bill of Lading Fee,72.08
720411,CT720411,41317,Calderwood Brands GmbH (DE),DAP,OCEAN - FCL (AW),"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Qingdao, China",,"Hamburg, Germany",19-Feb-2025,02-Apr-2025,16-Feb-2025,19-Feb-2025,02-Apr-2025,07-Apr-2025,,0,0,1,0,5.813,2095.13,2095.13,5,CB100512,28-Apr-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,6351.99,6351.99,CB100512,1301,Oceanfreight - FCL & Services,4115.84
720411,CT720411,41317,Calderwood Brands GmbH (DE),DAP,OCEAN - FCL (AW),"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Qingdao, China",,"Hamburg, Germany",19-Feb-2025,02-Apr-2025,16-Feb-2025,19-Feb-2025,02-Apr-2025,07-Apr-2025,,0,0,1,0,,,,,CB100512,22-Apr-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,6351.99,-related-,CB100512,1638,Destination DAP Charges + Delivery,1909.38
720411,CT720411,41317,Calderwood Brands GmbH (DE),DAP,OCEAN - FCL (AW),"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Qingdao, China",,"Hamburg, Germany",19-Feb-2025,02-Apr-2025,16-Feb-2025,19-Feb-2025,02-Apr-2025,07-Apr-2025,,,,,,,,,,CB100512,09-Apr-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,6351.99,-related-,CB100512,1505,Destination Terminal Handling,251.53
720411,CT720411,41317,Calderwood Brands GmbH (DE),DAP,OCEAN - FCL (AW),"Weifang Zhenghe Ceramics Co., Ltd. - Weifang",Calderwood Brands GmbH - Hamburg,China,Germany,"Qingdao, China","Hamburg, Germany",Fuldatal Warehousing AG - Kassel ,"Qingdao, China",,"Hamburg, Germany",19-Feb-2025,02-Apr-2025,16-Feb-2025,19-Feb-2025,02-Apr-2025,07-Apr-2025,,,,,,,,,,CB100512,21-Apr-2025,Jakub Zielinski,Calderwood Brands GmbH - Hamburg,open,USD,6351.99,-related-,CB100512,1620,Bill of Lading Fee,75.24
720412,10312,41318,Calderwood Brands GmbH (DE),BRK,OCEAN - FCL (AW),"Laixi Zhongtian Plastic Mouldings Co., Ltd. - Laixi",Calderwood Benelux B.V. - Eindhoven,China,Netherlands,"Qingdao, China","Rotterdam, Netherlands",Maasgouw Contract Logistics - Born,"Qingdao, China",,"Rotterdam, Netherlands",24-Mar-2025,29-Apr-2025,18-Mar-2025,24-Mar-2025,29-Apr-2025,04-May-2025,,0,0,1,0,10.770,2163.12,2163.12,8,CB100513,14-May-2025,Bettina Schroeder,Calderwood Brands GmbH - Hamburg,open,EUR,3758.94,4097.25,CB100513,1301,Ocean Freight FCL,4026.02
